"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_sp_m","Li_sp_sd","Li_sploc_m","Li_sploc_sd","Weight","Location","Observer"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",8,0.597491574426387,14,0.753147276296385,204.517,1.7,0.013,182.274646424739,2.96053792972436,183.731501220745,4.24568649182033,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",9,0.623530794598635,14,0.753147276296385,204.517,1.7,0.013,186.216975521106,2.47323159033963,187.428172069359,3.5481579241154,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",10,0.64576016063554,14,0.753147276296385,204.517,1.7,0.013,189.505837631598,2.05413112724828,190.507779615578,2.94786528849073,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",11,0.667943202460323,14,0.753147276296385,204.517,1.7,0.013,192.721541731251,1.63344295937449,193.515198421388,2.34491826105293,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",12,0.689352768179954,14,0.753147276296385,204.517,1.7,0.013,195.765599808384,1.22538705525257,196.358820332725,1.75970154268062,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",13,0.71251287807883,14,0.753147276296385,204.517,1.7,0.013,198.99610517708,0.782008138143665,199.373226840492,1.12339717958184,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_003",14,0.732718785613838,14,0.753147276296385,204.517,1.7,0.013,201.764095063188,0.393737823011524,201.953352256482,0.565806150700075,147.4,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",0,NA,7,0.649895684400635,216.417,1.7,NA,1.7,1.47878787034897e-14,1.7,2.78601844259336e-14,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",1,0.341990172605408,7,0.649895684400635,216.417,1.7,NA,156.82133615653,8.26181872230206,160.271722721036,10.7265095410874,162,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_004",2,0.421189459034253,7,0.649895684400635,216.417,1.7,NA,174.410826924976,6.20561743724875,176.992880332775,8.14100495151429,162,"Manuae","Jean Bienvenu"
